country,party,name1,name2,name3,name4,name5,name6,election,vote_share,change,year,prime_minister_last,cabinet_party_last,election_id,enep1
Slovakia,SMER-SD (SMER),SMER-SD,SMER,NA,NA,NA,NA,2010,34.8,0,2010,1,1,524,5.565512343599593
Slovakia,SMER-SD (SMER),SMER-SD,SMER,NA,NA,NA,NA,2012,44.4,0,2012,0,0,781,4.392627532935695
Slovakia,SMER-SD (SMER),SMER-SD,SMER,NA,NA,NA,NA,2016,28.3,0,2016,1,1,1003,7.41430597710287
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,1990,13.9,0,1990,0,0,NaN,5.760107430849006
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,1992,7.9,0,1992,0,0,294,5.470554078306445
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,1994,5.4,0,1994,0,0,119,5.82058746489146
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,1998,9.1,0,1998,0,1,349,5.327553010792132
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,2002,3.3,0,2002,0,0,218,9.045135258318911
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,2006,11.7,0,2006,0,0,192,6.158775325290941
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,2010,5.1,0,2010,0,1,524,5.565512343599593
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,2012,4.6,0,2012,0,0,781,4.392627532935695
Slovakia,SNS,SNS,NA,NA,NA,NA,NA,2016,8.6,0,2016,0,0,1003,7.41430597710287
Slovakia,SOP,SOP,NA,NA,NA,NA,NA,1998,8,0,1998,0,0,349,5.327553010792132
Slovakia,VPN (ODU),VPN,ODU,NA,NA,NA,NA,1990,29.3,0,1990,0,0,NaN,5.760107430849006
Slovakia,VPN (ODU),VPN,ODU,NA,NA,NA,NA,1992,4,1,1992,0,1,294,5.470554078306445
Slovakia,ZRS,ZRS,NA,NA,NA,NA,NA,1994,7.4,0,1994,0,0,119,5.82058746489146
Slovakia,ZRS,ZRS,NA,NA,NA,NA,NA,1998,1.3,0,1998,0,1,349,5.327553010792132
Slovakia,ZRS,ZRS,NA,NA,NA,NA,NA,2002,0.6,0,2002,0,0,218,9.045135258318911
Slovakia,ZRS,ZRS,NA,NA,NA,NA,NA,2006,0.3,0,2006,0,0,192,6.158775325290941
Slovakia,ZRS,ZRS,NA,NA,NA,NA,NA,2010,0.2,0,2010,0,0,524,5.565512343599593
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,1996,4.3,0,1996,0,0,338,6.33596035538134
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,2000,5.2,0,2e3,0,0,525,5.128351765033905
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,2004,4,0,2004,0,1,80,6.011641543406094
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,2008,7.5,0,2008,0,1,522,4.927808587664076
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,2011,7,0,2011,0,0,778,5.48709651560725
Slovenia,DESUS,DESUS,NA,NA,NA,NA,NA,2014,10.2,0,2014,0,1,817,5.340856682510124
Slovenia,DL,DL,NA,NA,NA,NA,NA,2011,8.4,0,2011,0,0,778,5.48709651560725
Slovenia,DL,DL,NA,NA,NA,NA,NA,2014,0.6,0,2014,0,1,817,5.340856682510124
Slovenia,DS,DS,NA,NA,NA,NA,NA,1992,5,0,1992,0,1,382,8.338772423801124
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,1990,14.5,0,1990,0,0,NaN,8.923669777082402
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,1992,23.5,1,1992,1,1,382,8.338772423801124
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,1996,27,1,1996,1,1,338,6.33596035538134
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,2000,36.3,0,2e3,0,0,525,5.128351765033905
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,2004,22.8,0,2004,1,1,80,6.011641543406094
Slovenia,LDS (ZSMS),LDS,ZSMS,NA,NA,NA,NA,2008,5.2,0,2008,0,0,522,4.927808587664076
Slovenia,NSI,NSI,NA,NA,NA,NA,NA,2000,8.6,0,2e3,0,0,525,5.128351765033905
Slovenia,NSI,NSI,NA,NA,NA,NA,NA,2004,9.1,0,2004,0,0,80,6.011641543406094
Slovenia,NSI,NSI,NA,NA,NA,NA,NA,2008,3.4,0,2008,0,1,522,4.927808587664076
Slovenia,NSI,NSI,NA,NA,NA,NA,NA,2011,4.8,0,2011,0,0,778,5.48709651560725
Slovenia,NSI,NSI,NA,NA,NA,NA,NA,2014,5.6,0,2014,0,0,817,5.340856682510124
Slovenia,PS,PS,NA,NA,NA,NA,NA,2011,28.5,0,2011,0,0,778,5.48709651560725
Slovenia,PS,PS,NA,NA,NA,NA,NA,2014,3,0,2014,1,1,817,5.340856682510124
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,1990,17.3,0,1990,0,0,NaN,8.923669777082402
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,1992,13.6,1,1992,0,1,382,8.338772423801124
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,1996,9,1,1996,0,0,338,6.33596035538134
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,2000,12.1,0,2e3,0,0,525,5.128351765033905
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,2004,10.2,0,2004,0,1,80,6.011641543406094
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,2008,30.5,1,2008,0,0,522,4.927808587664076
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,2011,10.5,0,2011,1,1,778,5.48709651560725
Slovenia,"SD (SKS-SDP, ZL, ZLSD)",SD,SKS-SDP,ZL,ZLSD,NA,NA,2014,6,0,2014,0,1,817,5.340856682510124
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,1990,7.4,0,1990,0,0,NaN,8.923669777082402
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,1992,3.3,0,1992,0,1,382,8.338772423801124
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,1996,16.1,0,1996,0,0,338,6.33596035538134
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,2000,15.9,0,2e3,0,1,525,5.128351765033905
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,2004,29.1,1,2004,0,0,80,6.011641543406094
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,2008,29.3,0,2008,1,1,522,4.927808587664076
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,2011,26.3,0,2011,0,0,778,5.48709651560725
Slovenia,SDS (SDSS),SDS,SDSS,NA,NA,NA,NA,2014,20.7,0,2014,0,0,817,5.340856682510124
Slovenia,SDZ (ND-SGS),SDZ,ND-SGS,NA,NA,NA,NA,1990,9.5,0,1990,0,0,NaN,8.923669777082402
Slovenia,SDZ (ND-SGS),SDZ,ND-SGS,NA,NA,NA,NA,1992,2.2,1,1992,0,0,382,8.338772423801124
Slovenia,SKD,SKD,NA,NA,NA,NA,NA,1990,13,0,1990,0,0,NaN,8.923669777082402
Slovenia,SKD,SKD,NA,NA,NA,NA,NA,1992,14.5,0,1992,0,0,382,8.338772423801124
Slovenia,SKD,SKD,NA,NA,NA,NA,NA,1996,9.6,0,1996,0,0,338,6.33596035538134
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,1990,12.6,0,1990,0,0,NaN,8.923669777082402
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,1992,8.7,1,1992,0,0,382,8.338772423801124
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,1996,19.4,0,1996,0,0,338,6.33596035538134
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,2000,9.6,1,2e3,1,1,525,5.128351765033905
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,2004,6.8,1,2004,0,0,80,6.011641543406094
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,2008,5.2,0,2008,0,1,522,4.927808587664076
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,2011,6.9,0,2011,0,0,778,5.48709651560725
Slovenia,"SLS (SKZ-LS, SLS-SKD)",SLS,SKZ-LS,SLS-SKD,NA,NA,NA,2014,4,0,2014,0,0,817,5.340856682510124
Slovenia,SMC,SMC,NA,NA,NA,NA,NA,2014,34.5,0,2014,0,0,817,5.340856682510124
Slovenia,SMS,SMS,NA,NA,NA,NA,NA,2000,4.3,0,2e3,0,0,525,5.128351765033905
Slovenia,SMS,SMS,NA,NA,NA,NA,NA,2004,2.1,0,2004,0,0,80,6.011641543406094
Slovenia,SNS,SNS,NA,NA,NA,NA,NA,1992,10,0,1992,0,0,382,8.338772423801124
Slovenia,SNS,SNS,NA,NA,NA,NA,NA,1996,3.2,0,1996,0,0,338,6.33596035538134
Slovenia,SNS,SNS,NA,NA,NA,NA,NA,2000,4.4,0,2e3,0,0,525,5.128351765033905
Slovenia,SNS,SNS,NA,NA,NA,NA,NA,2004,6.3,0,2004,0,0,80,6.011641543406094
Slovenia,SNS,SNS,NA,NA,NA,NA,NA,2008,5.4,0,2008,0,0,522,4.927808587664076
Slovenia,SSS,SSS,NA,NA,NA,NA,NA,1990,5.4,0,1990,0,0,NaN,8.923669777082402
Slovenia,SSS,SSS,NA,NA,NA,NA,NA,1992,2.8,0,1992,0,0,382,8.338772423801124
Slovenia,ZaAB,ZaAB,NA,NA,NA,NA,NA,2014,4.4,0,2014,0,0,817,5.340856682510124
Slovenia,ZARES,ZARES,NA,NA,NA,NA,NA,2008,9.4,0,2008,0,0,522,4.927808587664076
Slovenia,ZL,ZL,NA,NA,NA,NA,NA,2014,6,0,2014,0,0,817,5.340856682510124
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,1990,8.9,0,1990,0,0,NaN,8.923669777082402
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,1992,3.7,0,1992,0,1,382,8.338772423801124
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,1996,1.8,0,1996,0,0,338,6.33596035538134
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,2000,0.9,1,2e3,0,0,525,5.128351765033905
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,2004,0.7,1,2004,0,0,80,6.011641543406094
Slovenia,ZS (ZZ),ZS,ZZ,NA,NA,NA,NA,2008,0.5,0,2008,0,0,522,4.927808587664076
Spain,C's,C's,NA,NA,NA,NA,NA,2015,13.9,0,2015,0,0,998,5.107956933973153
Spain,C's,C's,NA,NA,NA,NA,NA,2016,13.1,0,2016,0,0,1005,4.735386841613803
Spain,CC-PNC,CC-PNC,NA,NA,NA,NA,NA,2015,0.3,0,2015,0,0,998,5.107956933973153
Spain,CC-PNC,CC-PNC,NA,NA,NA,NA,NA,2016,0.3,0,2016,0,0,1005,4.735386841613803
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1977,3.8,0,1977,0,0,NaN,4.494747427644802
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1979,2.7,1,1979,0,0,493,4.3319743431547275
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1982,3.7,0,1982,0,0,85,3.221235596341338
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1986,5,0,1986,0,0,254,3.6218220542654
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1989,5,0,1989,0,0,289,4.145454711042147
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1993,4.9,0,1993,0,0,252,3.517831928550942
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,1996,4.6,0,1996,0,0,99,3.2712099645065753
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2000,4.2,0,2e3,0,0,687,3.1176082375102645
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2004,3.2,0,2004,0,0,164,3.0550018424836
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2008,3,0,2008,0,0,500,2.817684661755536
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2011,4.2,0,2011,0,0,777,3.4545410056500776
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2015,2.3,1,2015,0,0,998,5.107956933973153
Spain,CDCPDPC + Centre Union and Christian Democracy of Catalonia),CDCPDPC + Centre Union and Christian Democracy of Catalonia,NA,NA,NA,NA,NA,2016,2,1,2016,0,0,1005,4.735386841613803
Spain,CDS,CDS,NA,NA,NA,NA,NA,1982,2.9,0,1982,0,0,85,3.221235596341338
Spain,CDS,CDS,NA,NA,NA,NA,NA,1986,9.2,0,1986,0,0,254,3.6218220542654
Spain,CDS,CDS,NA,NA,NA,NA,NA,1989,7.9,0,1989,0,0,289,4.145454711042147
Spain,CDS,CDS,NA,NA,NA,NA,NA,1993,1.8,0,1993,0,0,252,3.517831928550942
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1977,1.6,0,1977,0,0,NaN,4.494747427644802
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1979,1.7,0,1979,0,0,493,4.3319743431547275
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1982,1.9,0,1982,0,0,85,3.221235596341338
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1986,1.5,0,1986,0,0,254,3.6218220542654
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1989,1.2,0,1989,0,0,289,4.145454711042147
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1993,1.2,0,1993,0,0,252,3.517831928550942
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,1996,1.3,0,1996,0,0,99,3.2712099645065753
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2000,1.5,0,2e3,0,0,687,3.1176082375102645
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2004,1.6,0,2004,0,0,164,3.0550018424836
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2008,1.2,0,2008,0,0,500,2.817684661755536
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2011,1.3,0,2011,0,0,777,3.4545410056500776
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2015,1.2,0,2015,0,0,998,5.107956933973153
Spain,EAJ-PNV,EAJ-PNV,NA,NA,NA,NA,NA,2016,1.2,0,2016,0,0,1005,4.735386841613803
Spain,EHB,EHB,NA,NA,NA,NA,NA,2015,0.9,0,2015,0,0,998,5.107956933973153
Spain,EHB,EHB,NA,NA,NA,NA,NA,2016,0.8,0,2016,0,0,1005,4.735386841613803
Spain,ERC,ERC,NA,NA,NA,NA,NA,2015,2.4,0,2015,0,0,998,5.107956933973153
Spain,ERC,ERC,NA,NA,NA,NA,NA,2016,2.6,0,2016,0,0,1005,4.735386841613803
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1977,9.3,0,1977,0,0,NaN,4.494747427644802
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1979,10.8,0,1979,0,0,493,4.3319743431547275
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1982,4,0,1982,0,0,85,3.221235596341338
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1986,4.6,1,1986,0,0,254,3.6218220542654
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1989,9.1,0,1989,0,0,289,4.145454711042147
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1993,9.6,0,1993,0,0,252,3.517831928550942
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,1996,10.5,0,1996,0,0,99,3.2712099645065753
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2000,5.5,0,2e3,0,0,687,3.1176082375102645
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2004,5,0,2004,0,0,164,3.0550018424836
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2008,3.8,0,2008,0,0,500,2.817684661755536
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2011,6.9,1,2011,0,0,777,3.4545410056500776
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2015,3.7,1,2015,0,0,998,5.107956933973153
Spain,"IU (UP, PCE, IP)",IU,UP,PCE,IP,NA,NA,2016,2.4,1,2016,0,0,1005,4.735386841613803
Spain,PODEMOS,PODEMOS,NA,NA,NA,NA,NA,2015,20.7,0,2015,0,0,998,5.107956933973153
Spain,PODEMOS,PODEMOS,NA,NA,NA,NA,NA,2016,17.9,0,2016,0,0,1005,4.735386841613803
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1977,8.3,0,1977,0,0,NaN,4.494747427644802
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1979,5.9,1,1979,0,0,493,4.3319743431547275
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1982,26.4,1,1982,0,0,85,3.221235596341338
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1986,26,1,1986,0,0,254,3.6218220542654
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1989,25.8,1,1989,0,0,289,4.145454711042147
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1993,34.8,0,1993,0,0,252,3.517831928550942
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,1996,38.8,0,1996,0,0,99,3.2712099645065753
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2000,44.5,0,2e3,1,1,687,3.1176082375102645
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2004,37.7,0,2004,1,1,164,3.0550018424836
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2008,39.9,0,2008,0,0,500,2.817684661755536
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2011,44.6,0,2011,0,0,777,3.4545410056500776
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2015,28.7,0,2015,1,1,998,5.107956933973153
Spain,"PP (AP, CD, AP-PDP, CP)",PP,AP,CD,AP-PDP,CP,NA,2016,33,0,2016,1,1,1005,4.735386841613803
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1977,29.3,0,1977,0,0,NaN,4.494747427644802
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1979,30.4,0,1979,0,0,493,4.3319743431547275
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1982,48.1,0,1982,0,0,85,3.221235596341338
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1986,44.1,0,1986,1,1,254,3.6218220542654
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1989,39.6,0,1989,1,1,289,4.145454711042147
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1993,38.8,0,1993,1,1,252,3.517831928550942
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,1996,37.6,0,1996,1,1,99,3.2712099645065753
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2000,34.2,0,2e3,0,0,687,3.1176082375102645
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2004,42.5,0,2004,0,0,164,3.0550018424836
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2008,43.9,0,2008,1,1,500,2.817684661755536
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2011,28.8,0,2011,1,1,777,3.4545410056500776
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2015,22,0,2015,0,0,998,5.107956933973153
Spain,PSOE,PSOE,NA,NA,NA,NA,NA,2016,22.6,0,2016,0,0,1005,4.735386841613803
Spain,Q,Q,NA,NA,NA,NA,NA,2015,0.9,0,2015,0,0,998,5.107956933973153
Spain,Q,Q,NA,NA,NA,NA,NA,2016,0.9,0,2016,0,0,1005,4.735386841613803
Spain,UCD,UCD,NA,NA,NA,NA,NA,1977,34.4,0,1977,0,0,NaN,4.494747427644802
Spain,UCD,UCD,NA,NA,NA,NA,NA,1979,34.8,0,1979,1,1,493,4.3319743431547275
Spain,UCD,UCD,NA,NA,NA,NA,NA,1982,6.8,0,1982,1,1,85,3.221235596341338
Sweden,C (BF),C,BF,NA,NA,NA,NA,1948,12.4,0,1948,0,0,431,3.3447109250058844
Sweden,C (BF),C,BF,NA,NA,NA,NA,1952,10.7,0,1952,0,1,234,3.266996960068046
Sweden,C (BF),C,BF,NA,NA,NA,NA,1956,9.4,0,1956,0,1,450,3.3768097589898294
Sweden,C (BF),C,BF,NA,NA,NA,NA,1958,12.7,1,1958,0,0,251,3.3125964793724614
Sweden,C (BF),C,BF,NA,NA,NA,NA,1960,13.6,0,1960,0,0,295,3.258862884982199
Sweden,C (BF),C,BF,NA,NA,NA,NA,1964,13.2,0,1964,0,0,41,3.4242889716918725
Sweden,C (BF),C,BF,NA,NA,NA,NA,1968,15.7,0,1968,0,0,655,3.184182123847596
Sweden,C (BF),C,BF,NA,NA,NA,NA,1970,19.9,0,1970,0,0,258,3.485298147731389
Sweden,C (BF),C,BF,NA,NA,NA,NA,1973,25.1,0,1973,0,0,215,3.502289628552653
Sweden,C (BF),C,BF,NA,NA,NA,NA,1976,24.1,0,1976,0,0,262,3.5769025106603607
Sweden,C (BF),C,BF,NA,NA,NA,NA,1979,18.1,0,1979,0,0,473,3.633800204660754
Sweden,C (BF),C,BF,NA,NA,NA,NA,1982,15.5,0,1982,1,1,175,3.3906810523520705
Sweden,C (BF),C,BF,NA,NA,NA,NA,1985,12.4,1,1985,0,0,48,3.523980702764826
Sweden,C (BF),C,BF,NA,NA,NA,NA,1988,11.3,1,1988,0,0,428,3.921138132849458
Sweden,C (BF),C,BF,NA,NA,NA,NA,1991,8.5,0,1991,0,0,472,4.579436393968731
Sweden,C (BF),C,BF,NA,NA,NA,NA,1994,7.7,0,1994,0,1,412,3.6399110155438006
Sweden,C (BF),C,BF,NA,NA,NA,NA,1998,5.1,0,1998,0,0,33,4.525266037446017
Sweden,C (BF),C,BF,NA,NA,NA,NA,2002,6.2,0,2002,0,0,156,4.497566469215115
Sweden,C (BF),C,BF,NA,NA,NA,NA,2006,7.9,0,2006,0,0,629,4.650669903892055
Sweden,C (BF),C,BF,NA,NA,NA,NA,2010,6.6,0,2010,0,1,512,4.780538255916539
Sweden,C (BF),C,BF,NA,NA,NA,NA,2014,6.1,0,2014,0,1,828,5.416247449761384
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1964,1.9,0,1964,0,0,41,3.4242889716918725
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1968,1.5,1,1968,0,0,655,3.184182123847596
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1970,1.8,0,1970,0,0,258,3.485298147731389
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1973,1.8,0,1973,0,0,215,3.502289628552653
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1976,1.4,0,1976,0,0,262,3.5769025106603607
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1979,1.4,0,1979,0,0,473,3.633800204660754
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1982,1.9,0,1982,0,0,175,3.3906810523520705
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1988,2.9,1,1988,0,0,428,3.921138132849458
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1991,7.1,0,1991,0,0,472,4.579436393968731
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1994,4.1,1,1994,0,1,412,3.6399110155438006
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,1998,11.8,0,1998,0,0,33,4.525266037446017
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,2002,9.1,0,2002,0,0,156,4.497566469215115
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,2006,6.6,0,2006,0,0,629,4.650669903892055
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,2010,5.6,0,2010,0,1,512,4.780538255916539
Sweden,KD (KDS),KD,KDS,NA,NA,NA,NA,2014,4.6,0,2014,0,1,828,5.416247449761384
Sweden,L (FP),L,FP,NA,NA,NA,NA,1948,22.8,0,1948,0,0,431,3.3447109250058844
Sweden,L (FP),L,FP,NA,NA,NA,NA,1952,24.4,0,1952,0,0,234,3.266996960068046
Sweden,L (FP),L,FP,NA,NA,NA,NA,1956,23.8,0,1956,0,0,450,3.3768097589898294
Sweden,L (FP),L,FP,NA,NA,NA,NA,1958,18.2,0,1958,0,0,251,3.3125964793724614
Sweden,L (FP),L,FP,NA,NA,NA,NA,1960,17.5,0,1960,0,0,295,3.258862884982199
Sweden,L (FP),L,FP,NA,NA,NA,NA,1964,17,0,1964,0,0,41,3.4242889716918725
Sweden,L (FP),L,FP,NA,NA,NA,NA,1968,14.3,0,1968,0,0,655,3.184182123847596
Sweden,L (FP),L,FP,NA,NA,NA,NA,1970,16.2,0,1970,0,0,258,3.485298147731389
Sweden,L (FP),L,FP,NA,NA,NA,NA,1973,9.4,0,1973,0,0,215,3.502289628552653
Sweden,L (FP),L,FP,NA,NA,NA,NA,1976,11.1,0,1976,0,0,262,3.5769025106603607
Sweden,L (FP),L,FP,NA,NA,NA,NA,1979,10.6,0,1979,1,1,473,3.633800204660754
Sweden,L (FP),L,FP,NA,NA,NA,NA,1982,5.9,0,1982,0,1,175,3.3906810523520705
